Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
04,Södermanland,0488,Trosa,50-59,1882,208,124,"0,110521","0,065887"
04,Södermanland,0488,Trosa,60-69,1757,1040,118,"0,591918","0,067160"
04,Södermanland,0488,Trosa,70-79,1886,1765,387,"0,935843","0,205196"
04,Södermanland,0488,Trosa,80-89,608,568,518,"0,934211","0,851974"
04,Södermanland,0488,Trosa,90 eller äldre,98,94,90,"0,959184","0,918367"
05,Östergötland,0509,Ödeshög,18-29,573,43,7,"0,075044","0,012216"
05,Östergötland,0509,Ödeshög,30-39,585,48,7,"0,082051","0,011966"
05,Östergötland,0509,Ödeshög,40-49,616,63,14,"0,102273","0,022727"
05,Östergötland,0509,Ödeshög,50-59,675,99,28,"0,146667","0,041481"
05,Östergötland,0509,Ödeshög,60-69,705,446,37,"0,632624","0,052482"
05,Östergötland,0509,Ödeshög,70-79,739,641,87,"0,867388","0,117727"
05,Östergötland,0509,Ödeshög,80-89,297,283,222,"0,952862","0,747475"
05,Östergötland,0509,Ödeshög,90 eller äldre,75,66,64,"0,880000","0,853333"
05,Östergötland,0512,Ydre,18-29,362,30,.,"0,082873",.
05,Östergötland,0512,Ydre,30-39,359,25,.,"0,069638",.
05,Östergötland,0512,Ydre,40-49,394,33,8,"0,083756","0,020305"
05,Östergötland,0512,Ydre,50-59,486,92,16,"0,189300","0,032922"
05,Östergötland,0512,Ydre,60-69,587,274,48,"0,466780","0,081772"
05,Östergötland,0512,Ydre,70-79,562,466,69,"0,829181","0,122776"
05,Östergötland,0512,Ydre,80-89,227,208,148,"0,916300","0,651982"
05,Östergötland,0512,Ydre,90 eller äldre,54,51,33,"0,944444","0,611111"
05,Östergötland,0513,Kinda,18-29,1134,79,10,"0,069665","0,008818"
05,Östergötland,0513,Kinda,30-39,1061,95,25,"0,089538","0,023563"
05,Östergötland,0513,Kinda,40-49,1084,86,26,"0,079336","0,023985"
05,Östergötland,0513,Kinda,50-59,1338,193,46,"0,144245","0,034380"
05,Östergötland,0513,Kinda,60-69,1346,889,67,"0,660475","0,049777"
05,Östergötland,0513,Kinda,70-79,1283,1140,151,"0,888542","0,117693"
05,Östergötland,0513,Kinda,80-89,590,546,310,"0,925424","0,525424"
05,Östergötland,0513,Kinda,90 eller äldre,133,128,113,"0,962406","0,849624"
05,Östergötland,0560,Boxholm,18-29,619,58,12,"0,093700","0,019386"
05,Östergötland,0560,Boxholm,30-39,601,43,18,"0,071547","0,029950"
05,Östergötland,0560,Boxholm,40-49,585,61,19,"0,104274","0,032479"
05,Östergötland,0560,Boxholm,50-59,786,112,31,"0,142494","0,039440"
05,Östergötland,0560,Boxholm,60-69,753,580,53,"0,770252","0,070385"
05,Östergötland,0560,Boxholm,70-79,735,659,107,"0,896599","0,145578"
05,Östergötland,0560,Boxholm,80-89,284,243,186,"0,855634","0,654930"
05,Östergötland,0560,Boxholm,90 eller äldre,64,40,37,"0,625000","0,578125"
05,Östergötland,0561,Åtvidaberg,18-29,1301,91,13,"0,069946","0,009992"
05,Östergötland,0561,Åtvidaberg,30-39,1215,110,22,"0,090535","0,018107"
05,Östergötland,0561,Åtvidaberg,40-49,1367,131,39,"0,095830","0,028530"
05,Östergötland,0561,Åtvidaberg,50-59,1550,213,45,"0,137419","0,029032"
05,Östergötland,0561,Åtvidaberg,60-69,1452,896,89,"0,617080","0,061295"
05,Östergötland,0561,Åtvidaberg,70-79,1460,1353,198,"0,926712","0,135616"
05,Östergötland,0561,Åtvidaberg,80-89,711,674,403,"0,947961","0,566807"
05,Östergötland,0561,Åtvidaberg,90 eller äldre,136,131,127,"0,963235","0,933824"
05,Östergötland,0562,Finspång,18-29,2679,120,28,"0,044793","0,010452"
05,Östergötland,0562,Finspång,30-39,2560,150,39,"0,058594","0,015234"
05,Östergötland,0562,Finspång,40-49,2520,197,73,"0,078175","0,028968"
05,Östergötland,0562,Finspång,50-59,2916,360,106,"0,123457","0,036351"
05,Östergötland,0562,Finspång,60-69,2615,1632,155,"0,624092","0,059273"
05,Östergötland,0562,Finspång,70-79,2680,2426,426,"0,905224","0,158955"
05,Östergötland,0562,Finspång,80-89,1182,1094,766,"0,925550","0,648054"
05,Östergötland,0562,Finspång,90 eller äldre,256,232,220,"0,906250","0,859375"
05,Östergötland,0563,Valdemarsvik,18-29,787,58,14,"0,073698","0,017789"
05,Östergötland,0563,Valdemarsvik,30-39,761,92,25,"0,120894","0,032852"
05,Östergötland,0563,Valdemarsvik,40-49,780,86,23,"0,110256","0,029487"
05,Östergötland,0563,Valdemarsvik,50-59,1045,190,61,"0,181818","0,058373"
05,Östergötland,0563,Valdemarsvik,60-69,1132,736,60,"0,650177","0,053004"
05,Östergötland,0563,Valdemarsvik,70-79,1304,1142,115,"0,875767","0,088190"
05,Östergötland,0563,Valdemarsvik,80-89,462,423,241,"0,915584","0,521645"
05,Östergötland,0563,Valdemarsvik,90 eller äldre,112,94,87,"0,839286","0,776786"
05,Östergötland,0580,Linköping,18-29,32927,1833,627,"0,055669","0,019042"
05,Östergötland,0580,Linköping,30-39,22424,1880,724,"0,083839","0,032287"
05,Östergötland,0580,Linköping,40-49,19919,1907,768,"0,095738","0,038556"
05,Östergötland,0580,Linköping,50-59,18957,2991,962,"0,157778","0,050746"
05,Östergötland,0580,Linköping,60-69,15101,11145,1128,"0,738031","0,074697"
05,Östergötland,0580,Linköping,70-79,13247,12141,2248,"0,916509","0,169699"
05,Östergötland,0580,Linköping,80-89,6612,6193,4536,"0,936630","0,686025"
05,Östergötland,0580,Linköping,90 eller äldre,1614,1487,1408,"0,921314","0,872367"
05,Östergötland,0581,Norrköping,18-29,22332,1051,311,"0,047063","0,013926"
05,Östergötland,0581,Norrköping,30-39,19303,1215,365,"0,062944","0,018909"
05,Östergötland,0581,Norrköping,40-49,17813,1416,552,"0,079493","0,030989"
05,Östergötland,0581,Norrköping,50-59,17777,2338,754,"0,131518","0,042414"
05,Östergötland,0581,Norrköping,60-69,14799,9592,962,"0,648152","0,065004"
05,Östergötland,0581,Norrköping,70-79,13475,11690,2296,"0,867532","0,170390"
05,Östergötland,0581,Norrköping,80-89,5798,5259,3828,"0,907037","0,660228"
05,Östergötland,0581,Norrköping,90 eller äldre,1294,1160,1054,"0,896445","0,814529"
05,Östergötland,0582,Söderköping,18-29,1500,113,63,"0,075333","0,042000"
05,Östergötland,0582,Söderköping,30-39,1634,153,77,"0,093635","0,047124"
05,Östergötland,0582,Söderköping,40-49,1790,178,90,"0,099441","0,050279"
05,Östergötland,0582,Söderköping,50-59,1945,342,109,"0,175835","0,056041"
05,Östergötland,0582,Söderköping,60-69,1901,1588,169,"0,835350","0,088901"
05,Östergötland,0582,Söderköping,70-79,1852,1719,268,"0,928186","0,144708"
05,Östergötland,0582,Söderköping,80-89,699,652,390,"0,932761","0,557940"
05,Östergötland,0582,Söderköping,90 eller äldre,145,131,109,"0,903448","0,751724"
05,Östergötland,0583,Motala,18-29,5455,423,114,"0,077544","0,020898"
05,Östergötland,0583,Motala,30-39,5048,517,188,"0,102417","0,037242"
05,Östergötland,0583,Motala,40-49,5204,642,264,"0,123367","0,050730"
05,Östergötland,0583,Motala,50-59,5921,1236,344,"0,208749","0,058098"
05,Östergötland,0583,Motala,60-69,5381,4223,435,"0,784798","0,080840"
05,Östergötland,0583,Motala,70-79,4853,4462,670,"0,919431","0,138059"
05,Östergötland,0583,Motala,80-89,2219,2039,1365,"0,918882","0,615142"
05,Östergötland,0583,Motala,90 eller äldre,507,459,424,"0,905325","0,836292"
05,Östergötland,0584,Vadstena,18-29,753,88,29,"0,116866","0,038513"
05,Östergötland,0584,Vadstena,30-39,690,98,34,"0,142029","0,049275"
05,Östergötland,0584,Vadstena,40-49,777,117,37,"0,150579","0,047619"
05,Östergötland,0584,Vadstena,50-59,1033,303,76,"0,293320","0,073572"
05,Östergötland,0584,Vadstena,60-69,1053,899,78,"0,853751","0,074074"
05,Östergötland,0584,Vadstena,70-79,1231,1158,257,"0,940699","0,208773"
05,Östergötland,0584,Vadstena,80-89,523,492,383,"0,940727","0,732314"
05,Östergötland,0584,Vadstena,90 eller äldre,120,114,97,"0,950000","0,808333"
05,Östergötland,0586,Mjölby,18-29,3910,276,54,"0,070588","0,013811"
05,Östergötland,0586,Mjölby,30-39,3365,285,82,"0,084695","0,024368"
05,Östergötland,0586,Mjölby,40-49,3604,348,111,"0,096559","0,030799"
05,Östergötland,0586,Mjölby,50-59,3459,742,177,"0,214513","0,051171"
05,Östergötland,0586,Mjölby,60-69,3006,2376,181,"0,790419","0,060213"
05,Östergötland,0586,Mjölby,70-79,2965,2776,384,"0,936256","0,129511"
05,Östergötland,0586,Mjölby,80-89,1287,1206,736,"0,937063","0,571873"
05,Östergötland,0586,Mjölby,90 eller äldre,304,284,267,"0,934211","0,878289"
06,Jönköping,0604,Aneby,18-29,818,58,11,"0,070905","0,013447"
06,Jönköping,0604,Aneby,30-39,877,74,14,"0,084379","0,015964"
06,Jönköping,0604,Aneby,40-49,729,75,22,"0,102881","0,030178"
06,Jönköping,0604,Aneby,50-59,887,116,35,"0,130778","0,039459"
06,Jönköping,0604,Aneby,60-69,929,614,48,"0,660926","0,051668"
06,Jönköping,0604,Aneby,70-79,714,664,61,"0,929972","0,085434"
06,Jönköping,0604,Aneby,80-89,313,293,152,"0,936102","0,485623"
06,Jönköping,0604,Aneby,90 eller äldre,65,61,49,"0,938462","0,753846"
06,Jönköping,0617,Gnosjö,18-29,1199,66,37,"0,055046","0,030859"
06,Jönköping,0617,Gnosjö,30-39,1161,61,31,"0,052541","0,026701"
06,Jönköping,0617,Gnosjö,40-49,1231,97,50,"0,078798","0,040617"
06,Jönköping,0617,Gnosjö,50-59,1307,140,52,"0,107116","0,039786"
06,Jönköping,0617,Gnosjö,60-69,1084,772,62,"0,712177","0,057196"
06,Jönköping,0617,Gnosjö,70-79,963,874,162,"0,907580","0,168224"
06,Jönköping,0617,Gnosjö,80-89,405,383,342,"0,945679","0,844444"
06,Jönköping,0617,Gnosjö,90 eller äldre,110,99,81,"0,900000","0,736364"
06,Jönköping,0642,Mullsjö,18-29,882,59,31,"0,066893","0,035147"
06,Jönköping,0642,Mullsjö,30-39,872,84,39,"0,096330","0,044725"
06,Jönköping,0642,Mullsjö,40-49,869,78,40,"0,089758","0,046030"
06,Jönköping,0642,Mullsjö,50-59,884,108,52,"0,122172","0,058824"
06,Jönköping,0642,Mullsjö,60-69,865,558,73,"0,645087","0,084393"
06,Jönköping,0642,Mullsjö,70-79,945,877,191,"0,928042","0,202116"
06,Jönköping,0642,Mullsjö,80-89,326,313,289,"0,960123","0,886503"
06,Jönköping,0642,Mullsjö,90 eller äldre,89,80,65,"0,898876","0,730337"
06,Jönköping,0643,Habo,18-29,1279,82,33,"0,064113","0,025801"
06,Jönköping,0643,Habo,30-39,1791,147,48,"0,082077","0,026801"
06,Jönköping,0643,Habo,40-49,1697,145,64,"0,085445","0,037714"
06,Jönköping,0643,Habo,50-59,1390,182,81,"0,130935","0,058273"
06,Jönköping,0643,Habo,60-69,1203,803,99,"0,667498","0,082294"
06,Jönköping,0643,Habo,70-79,1139,1046,231,"0,918349","0,202809"
06,Jönköping,0643,Habo,80-89,436,422,327,"0,967890","0,750000"
06,Jönköping,0643,Habo,90 eller äldre,71,66,60,"0,929577","0,845070"
06,Jönköping,0662,Gislaved,18-29,3969,189,42,"0,047619","0,010582"
06,Jönköping,0662,Gislaved,30-39,3368,184,56,"0,054632","0,016627"
06,Jönköping,0662,Gislaved,40-49,3663,260,77,"0,070980","0,021021"
06,Jönköping,0662,Gislaved,50-59,4161,447,138,"0,107426","0,033165"
06,Jönköping,0662,Gislaved,60-69,3351,2236,169,"0,667264","0,050433"
06,Jönköping,0662,Gislaved,70-79,2818,2570,381,"0,911994","0,135202"
06,Jönköping,0662,Gislaved,80-89,1409,1303,1061,"0,924769","0,753016"
06,Jönköping,0662,Gislaved,90 eller äldre,321,296,258,"0,922118","0,803738"
06,Jönköping,0665,Vaggeryd,18-29,1799,66,22,"0,036687","0,012229"
06,Jönköping,0665,Vaggeryd,30-39,1954,122,40,"0,062436","0,020471"
06,Jönköping,0665,Vaggeryd,40-49,1829,125,43,"0,068343","0,023510"
06,Jönköping,0665,Vaggeryd,50-59,1776,225,62,"0,126689","0,034910"
06,Jönköping,0665,Vaggeryd,60-69,1601,1112,93,"0,694566","0,058089"
06,Jönköping,0665,Vaggeryd,70-79,1405,1279,190,"0,910320","0,135231"
06,Jönköping,0665,Vaggeryd,80-89,599,562,520,"0,938230","0,868114"
06,Jönköping,0665,Vaggeryd,90 eller äldre,140,129,124,"0,921429","0,885714"
06,Jönköping,0680,Jönköping,18-29,25003,1552,581,"0,062073","0,023237"
06,Jönköping,0680,Jönköping,30-39,18950,1285,516,"0,067810","0,027230"
06,Jönköping,0680,Jönköping,40-49,17275,1518,679,"0,087873","0,039305"
06,Jönköping,0680,Jönköping,50-59,17042,2065,892,"0,121171","0,052341"
06,Jönköping,0680,Jönköping,60-69,13580,8440,910,"0,621502","0,067010"
06,Jönköping,0680,Jönköping,70-79,12739,11707,1502,"0,918989","0,117906"
06,Jönköping,0680,Jönköping,80-89,6104,5697,4262,"0,933322","0,698231"
06,Jönköping,0680,Jönköping,90 eller äldre,1493,1397,1282,"0,935700","0,858674"
06,Jönköping,0682,Nässjö,18-29,4280,234,83,"0,054673","0,019393"
06,Jönköping,0682,Nässjö,30-39,3930,291,101,"0,074046","0,025700"
06,Jönköping,0682,Nässjö,40-49,3568,330,156,"0,092489","0,043722"
06,Jönköping,0682,Nässjö,50-59,4023,632,253,"0,157097","0,062888"
06,Jönköping,0682,Nässjö,60-69,3557,2382,344,"0,669665","0,096711"
06,Jönköping,0682,Nässjö,70-79,3243,2997,575,"0,924144","0,177305"
06,Jönköping,0682,Nässjö,80-89,1438,1342,974,"0,933241","0,677330"
06,Jönköping,0682,Nässjö,90 eller äldre,374,335,310,"0,895722","0,828877"
06,Jönköping,0683,Värnamo,18-29,4629,266,69,"0,057464","0,014906"
06,Jönköping,0683,Värnamo,30-39,4126,331,106,"0,080223","0,025691"
06,Jönköping,0683,Värnamo,40-49,4119,348,127,"0,084487","0,030833"
06,Jönköping,0683,Värnamo,50-59,4706,583,199,"0,123884","0,042286"
06,Jönköping,0683,Värnamo,60-69,4161,2741,167,"0,658736","0,040135"
06,Jönköping,0683,Värnamo,70-79,3393,3091,265,"0,910993","0,078102"
06,Jönköping,0683,Värnamo,80-89,1692,1571,663,"0,928487","0,391844"
06,Jönköping,0683,Värnamo,90 eller äldre,369,340,231,"0,921409","0,626016"
06,Jönköping,0684,Sävsjö,18-29,1545,96,11,"0,062136","0,007120"
06,Jönköping,0684,Sävsjö,30-39,1249,99,22,"0,079263","0,017614"
06,Jönköping,0684,Sävsjö,40-49,1341,106,28,"0,079045","0,020880"
06,Jönköping,0684,Sävsjö,50-59,1501,222,46,"0,147901","0,030646"
06,Jönköping,0684,Sävsjö,60-69,1291,893,84,"0,691712","0,065066"
06,Jönköping,0684,Sävsjö,70-79,1309,1188,161,"0,907563","0,122995"
06,Jönköping,0684,Sävsjö,80-89,630,579,516,"0,919048","0,819048"
06,Jönköping,0684,Sävsjö,90 eller äldre,150,141,122,"0,940000","0,813333"
06,Jönköping,0685,Vetlanda,18-29,3569,250,39,"0,070048","0,010927"
06,Jönköping,0685,Vetlanda,30-39,3083,215,47,"0,069737","0,015245"
06,Jönköping,0685,Vetlanda,40-49,3107,284,70,"0,091407","0,022530"
06,Jönköping,0685,Vetlanda,50-59,3611,447,104,"0,123788","0,028801"
06,Jönköping,0685,Vetlanda,60-69,3270,2024,181,"0,618960","0,055352"
06,Jönköping,0685,Vetlanda,70-79,3129,2906,469,"0,928731","0,149888"
06,Jönköping,0685,Vetlanda,80-89,1488,1414,1067,"0,950269","0,717070"
06,Jönköping,0685,Vetlanda,90 eller äldre,368,337,321,"0,915761","0,872283"
06,Jönköping,0686,Eksjö,18-29,2346,270,52,"0,115090","0,022165"
06,Jönköping,0686,Eksjö,30-39,2044,278,72,"0,136008","0,035225"
06,Jönköping,0686,Eksjö,40-49,1941,255,90,"0,131376","0,046368"
06,Jönköping,0686,Eksjö,50-59,2261,357,107,"0,157895","0,047324"
06,Jönköping,0686,Eksjö,60-69,2302,1588,163,"0,689835","0,070808"
06,Jönköping,0686,Eksjö,70-79,2020,1857,206,"0,919307","0,101980"
06,Jönköping,0686,Eksjö,80-89,984,917,652,"0,931911","0,662602"
06,Jönköping,0686,Eksjö,90 eller äldre,241,225,208,"0,933610","0,863071"
06,Jönköping,0687,Tranås,18-29,2623,231,29,"0,088067","0,011056"
06,Jönköping,0687,Tranås,30-39,2113,180,25,"0,085187","0,011832"
06,Jönköping,0687,Tranås,40-49,2153,191,46,"0,088713","0,021366"
06,Jönköping,0687,Tranås,50-59,2372,257,59,"0,108347","0,024874"
06,Jönköping,0687,Tranås,60-69,2046,1236,88,"0,604106","0,043011"
06,Jönköping,0687,Tranås,70-79,2185,2055,163,"0,940503","0,074600"
06,Jönköping,0687,Tranås,80-89,1157,1099,684,"0,949870","0,591184"
06,Jönköping,0687,Tranås,90 eller äldre,276,258,244,"0,934783","0,884058"
07,Kronoberg,0760,Uppvidinge,18-29,1194,60,15,"0,050251","0,012563"
07,Kronoberg,0760,Uppvidinge,30-39,1105,76,30,"0,068778","0,027149"
07,Kronoberg,0760,Uppvidinge,40-49,1103,89,39,"0,080689","0,035358"
07,Kronoberg,0760,Uppvidinge,50-59,1264,115,55,"0,090981","0,043513"
07,Kronoberg,0760,Uppvidinge,60-69,1109,588,80,"0,530207","0,072137"
07,Kronoberg,0760,Uppvidinge,70-79,1070,898,130,"0,839252","0,121495"
07,Kronoberg,0760,Uppvidinge,80-89,497,453,282,"0,911469","0,567404"
07,Kronoberg,0760,Uppvidinge,90 eller äldre,149,135,125,"0,906040","0,838926"
07,Kronoberg,0761,Lessebo,18-29,1041,85,22,"0,081652","0,021134"
07,Kronoberg,0761,Lessebo,30-39,956,101,35,"0,105649","0,036611"
07,Kronoberg,0761,Lessebo,40-49,1032,119,48,"0,115310","0,046512"
07,Kronoberg,0761,Lessebo,50-59,1049,141,64,"0,134414","0,061010"
07,Kronoberg,0761,Lessebo,60-69,1004,608,73,"0,605578","0,072709"
07,Kronoberg,0761,Lessebo,70-79,1005,877,73,"0,872637","0,072637"
07,Kronoberg,0761,Lessebo,80-89,425,387,162,"0,910588","0,381176"
07,Kronoberg,0761,Lessebo,90 eller äldre,104,91,69,"0,875000","0,663462"
07,Kronoberg,0763,Tingsryd,18-29,1432,183,49,"0,127793","0,034218"
07,Kronoberg,0763,Tingsryd,30-39,1276,178,62,"0,139498","0,048589"
07,Kronoberg,0763,Tingsryd,40-49,1347,208,67,"0,154417","0,049740"
07,Kronoberg,0763,Tingsryd,50-59,1647,280,109,"0,170006","0,066181"
07,Kronoberg,0763,Tingsryd,60-69,1738,980,138,"0,563867","0,079402"
07,Kronoberg,0763,Tingsryd,70-79,1557,1336,181,"0,858060","0,116249"
07,Kronoberg,0763,Tingsryd,80-89,797,731,407,"0,917189","0,510665"
07,Kronoberg,0763,Tingsryd,90 eller äldre,227,204,194,"0,898678","0,854626"
07,Kronoberg,0764,Alvesta,18-29,2470,182,49,"0,073684","0,019838"
07,Kronoberg,0764,Alvesta,30-39,2421,232,64,"0,095828","0,026435"
07,Kronoberg,0764,Alvesta,40-49,2423,210,66,"0,086669","0,027239"
07,Kronoberg,0764,Alvesta,50-59,2416,291,104,"0,120447","0,043046"
07,Kronoberg,0764,Alvesta,60-69,2409,1367,152,"0,567455","0,063097"
07,Kronoberg,0764,Alvesta,70-79,2041,1791,219,"0,877511","0,107300"
07,Kronoberg,0764,Alvesta,80-89,990,911,544,"0,920202","0,549495"
07,Kronoberg,0764,Alvesta,90 eller äldre,255,229,206,"0,898039","0,807843"
07,Kronoberg,0765,Älmhult,18-29,2109,123,53,"0,058321","0,025130"
07,Kronoberg,0765,Älmhult,30-39,2450,110,57,"0,044898","0,023265"
07,Kronoberg,0765,Älmhult,40-49,2388,120,60,"0,050251","0,025126"
07,Kronoberg,0765,Älmhult,50-59,2183,167,98,"0,076500","0,044892"
07,Kronoberg,0765,Älmhult,60-69,1823,916,104,"0,502468","0,057049"
07,Kronoberg,0765,Älmhult,70-79,1626,1403,163,"0,862854","0,100246"
07,Kronoberg,0765,Älmhult,80-89,807,743,413,"0,920694","0,511772"
07,Kronoberg,0765,Älmhult,90 eller äldre,201,178,162,"0,885572","0,805970"
07,Kronoberg,0767,Markaryd,18-29,1319,69,25,"0,052312","0,018954"
07,Kronoberg,0767,Markaryd,30-39,1178,73,44,"0,061969","0,037351"
07,Kronoberg,0767,Markaryd,40-49,1164,100,66,"0,085911","0,056701"
07,Kronoberg,0767,Markaryd,50-59,1360,157,94,"0,115441","0,069118"
07,Kronoberg,0767,Markaryd,60-69,1208,675,59,"0,558775","0,048841"
07,Kronoberg,0767,Markaryd,70-79,1204,1027,178,"0,852990","0,147841"
07,Kronoberg,0767,Markaryd,80-89,597,540,468,"0,904523","0,783920"
07,Kronoberg,0767,Markaryd,90 eller äldre,147,135,125,"0,918367","0,850340"
07,Kronoberg,0780,Växjö,18-29,17028,1279,304,"0,075112","0,017853"
07,Kronoberg,0780,Växjö,30-39,12631,1298,369,"0,102763","0,029214"
07,Kronoberg,0780,Växjö,40-49,11374,1223,360,"0,107526","0,031651"
07,Kronoberg,0780,Växjö,50-59,10760,1560,493,"0,144981","0,045818"
07,Kronoberg,0780,Växjö,60-69,9091,5355,519,"0,589044","0,057089"
07,Kronoberg,0780,Växjö,70-79,8489,7584,808,"0,893391","0,095182"
07,Kronoberg,0780,Växjö,80-89,3892,3612,2081,"0,928058","0,534687"
07,Kronoberg,0780,Växjö,90 eller äldre,882,773,682,"0,876417","0,773243"
07,Kronoberg,0781,Ljungby,18-29,3579,262,74,"0,073205","0,020676"
07,Kronoberg,0781,Ljungby,30-39,3340,324,78,"0,097006","0,023353"
07,Kronoberg,0781,Ljungby,40-49,3409,336,107,"0,098563","0,031388"
07,Kronoberg,0781,Ljungby,50-59,3902,552,192,"0,141466","0,049206"
07,Kronoberg,0781,Ljungby,60-69,3349,1859,202,"0,555091","0,060317"
07,Kronoberg,0781,Ljungby,70-79,3181,2751,311,"0,864822","0,097768"
07,Kronoberg,0781,Ljungby,80-89,1566,1424,933,"0,909323","0,595785"
07,Kronoberg,0781,Ljungby,90 eller äldre,365,328,292,"0,898630","0,800000"
08,Kalmar,0821,Högsby,18-29,641,47,21,"0,073323","0,032761"
08,Kalmar,0821,Högsby,30-39,580,41,22,"0,070690","0,037931"
08,Kalmar,0821,Högsby,40-49,615,73,45,"0,118699","0,073171"
08,Kalmar,0821,Högsby,50-59,773,132,75,"0,170763","0,097025"
08,Kalmar,0821,Högsby,60-69,883,377,94,"0,426954","0,106455"
08,Kalmar,0821,Högsby,70-79,694,513,140,"0,739193","0,201729"
08,Kalmar,0821,Högsby,80-89,321,278,206,"0,866044","0,641745"
08,Kalmar,0821,Högsby,90 eller äldre,65,58,52,"0,892308","0,800000"
08,Kalmar,0834,Torsås,18-29,751,53,20,"0,070573","0,026631"
08,Kalmar,0834,Torsås,30-39,696,73,34,"0,104885","0,048851"
08,Kalmar,0834,Torsås,40-49,781,88,44,"0,112676","0,056338"
08,Kalmar,0834,Torsås,50-59,1028,191,87,"0,185798","0,084630"
08,Kalmar,0834,Torsås,60-69,1009,580,93,"0,574827","0,092170"
08,Kalmar,0834,Torsås,70-79,1001,844,165,"0,843157","0,164835"
08,Kalmar,0834,Torsås,80-89,413,369,297,"0,893462","0,719128"
08,Kalmar,0834,Torsås,90 eller äldre,96,84,70,"0,875000","0,729167"
08,Kalmar,0840,Mörbylånga,18-29,1428,133,83,"0,093137","0,058123"
08,Kalmar,0840,Mörbylånga,30-39,1699,185,119,"0,108888","0,070041"
08,Kalmar,0840,Mörbylånga,40-49,1859,210,131,"0,112964","0,070468"
08,Kalmar,0840,Mörbylånga,50-59,1938,403,213,"0,207946","0,109907"
08,Kalmar,0840,Mörbylånga,60-69,2134,1608,157,"0,753515","0,073571"
08,Kalmar,0840,Mörbylånga,70-79,2172,1831,264,"0,843002","0,121547"
08,Kalmar,0840,Mörbylånga,80-89,807,752,454,"0,931846","0,562577"
08,Kalmar,0840,Mörbylånga,90 eller äldre,140,125,103,"0,892857","0,735714"
08,Kalmar,0860,Hultsfred,18-29,1664,90,31,"0,054087","0,018630"
08,Kalmar,0860,Hultsfred,30-39,1416,118,51,"0,083333","0,036017"
08,Kalmar,0860,Hultsfred,40-49,1435,134,63,"0,093380","0,043902"
08,Kalmar,0860,Hultsfred,50-59,1941,280,124,"0,144256","0,063885"
08,Kalmar,0860,Hultsfred,60-69,1987,940,123,"0,473075","0,061902"
08,Kalmar,0860,Hultsfred,70-79,1770,1474,433,"0,832768","0,244633"
08,Kalmar,0860,Hultsfred,80-89,875,794,629,"0,907429","0,718857"
08,Kalmar,0860,Hultsfred,90 eller äldre,196,176,157,"0,897959","0,801020"
08,Kalmar,0861,Mönsterås,18-29,1590,152,45,"0,095597","0,028302"
08,Kalmar,0861,Mönsterås,30-39,1454,149,71,"0,102476","0,048831"
08,Kalmar,0861,Mönsterås,40-49,1460,153,76,"0,104795","0,052055"
08,Kalmar,0861,Mönsterås,50-59,1793,305,149,"0,170106","0,083101"
08,Kalmar,0861,Mönsterås,60-69,1765,1012,151,"0,573371","0,085552"
08,Kalmar,0861,Mönsterås,70-79,1658,1427,252,"0,860676","0,151990"
08,Kalmar,0861,Mönsterås,80-89,760,713,491,"0,938158","0,646053"
08,Kalmar,0861,Mönsterås,90 eller äldre,157,143,121,"0,910828","0,770701"
08,Kalmar,0862,Emmaboda,18-29,1066,94,45,"0,088180","0,042214"
08,Kalmar,0862,Emmaboda,30-39,974,103,55,"0,105749","0,056468"
08,Kalmar,0862,Emmaboda,40-49,1018,125,76,"0,122790","0,074656"
08,Kalmar,0862,Emmaboda,50-59,1294,216,115,"0,166924","0,088872"
08,Kalmar,0862,Emmaboda,60-69,1295,725,92,"0,559846","0,071042"
08,Kalmar,0862,Emmaboda,70-79,1166,1014,196,"0,869640","0,168096"
08,Kalmar,0862,Emmaboda,80-89,596,556,380,"0,932886","0,637584"
08,Kalmar,0862,Emmaboda,90 eller äldre,139,117,104,"0,841727","0,748201"
08,Kalmar,0880,Kalmar,18-29,11876,984,422,"0,082856","0,035534"
08,Kalmar,0880,Kalmar,30-39,9236,1018,445,"0,110221","0,048181"
08,Kalmar,0880,Kalmar,40-49,8413,1119,522,"0,133008","0,062047"
08,Kalmar,0880,Kalmar,50-59,8548,1741,609,"0,203673","0,071245"
08,Kalmar,0880,Kalmar,60-69,7269,5640,545,"0,775898","0,074976"
08,Kalmar,0880,Kalmar,70-79,6665,5912,1086,"0,887022","0,162941"
08,Kalmar,0880,Kalmar,80-89,3150,2935,2203,"0,931746","0,699365"
08,Kalmar,0880,Kalmar,90 eller äldre,704,653,554,"0,927557","0,786932"
08,Kalmar,0881,Nybro,18-29,2491,197,73,"0,079085","0,029305"
08,Kalmar,0881,Nybro,30-39,2452,257,89,"0,104812","0,036297"
08,Kalmar,0881,Nybro,40-49,2161,244,90,"0,112911","0,041647"
08,Kalmar,0881,Nybro,50-59,2715,417,140,"0,153591","0,051565"
08,Kalmar,0881,Nybro,60-69,2416,1261,146,"0,521937","0,060430"
08,Kalmar,0881,Nybro,70-79,2389,2101,432,"0,879447","0,180829"
08,Kalmar,0881,Nybro,80-89,1257,1154,874,"0,918059","0,695306"
08,Kalmar,0881,Nybro,90 eller äldre,260,221,188,"0,850000","0,723077"
