Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
25,Norrbotten,2582,Boden,90 eller äldre,321,297,270,"0,925234","0,841121"
25,Norrbotten,2583,Haparanda,18-29,1059,69,30,"0,065156","0,028329"
25,Norrbotten,2583,Haparanda,30-39,912,94,53,"0,103070","0,058114"
25,Norrbotten,2583,Haparanda,40-49,950,131,84,"0,137895","0,088421"
25,Norrbotten,2583,Haparanda,50-59,1260,193,114,"0,153175","0,090476"
25,Norrbotten,2583,Haparanda,60-69,1519,740,104,"0,487163","0,068466"
25,Norrbotten,2583,Haparanda,70-79,1418,1152,103,"0,812412","0,072638"
25,Norrbotten,2583,Haparanda,80-89,583,520,196,"0,891938","0,336192"
25,Norrbotten,2583,Haparanda,90 eller äldre,84,75,56,"0,892857","0,666667"
25,Norrbotten,2584,Kiruna,18-29,3341,152,28,"0,045495","0,008381"
25,Norrbotten,2584,Kiruna,30-39,2991,189,51,"0,063190","0,017051"
25,Norrbotten,2584,Kiruna,40-49,2457,206,73,"0,083842","0,029711"
25,Norrbotten,2584,Kiruna,50-59,3159,331,131,"0,104780","0,041469"
25,Norrbotten,2584,Kiruna,60-69,2675,1323,174,"0,494579","0,065047"
25,Norrbotten,2584,Kiruna,70-79,2203,1881,271,"0,853836","0,123014"
25,Norrbotten,2584,Kiruna,80-89,1198,1108,503,"0,924875","0,419866"
25,Norrbotten,2584,Kiruna,90 eller äldre,185,160,121,"0,864865","0,654054"
